,mrr,p_1,p_3,p_5
123,1.0,1.0,0.6666666666666666,0.4
124,1.0,1.0,0.3333333333333333,0.2
125,1.0,1.0,0.3333333333333333,0.4
126,0.5,0.0,0.3333333333333333,0.2
127,1.0,1.0,0.6666666666666666,0.6
128,0.25,0.0,0.0,0.4
129,1.0,1.0,0.6666666666666666,0.8
130,1.0,1.0,0.6666666666666666,0.4
131,0.5,0.0,0.6666666666666666,0.6
132,1.0,1.0,1.0,0.8
133,0.25,0.0,0.0,0.2
134,0.5,0.0,0.3333333333333333,0.2
135,1.0,1.0,0.3333333333333333,0.6
136,0.5,0.0,0.6666666666666666,0.6
137,0.25,0.0,0.0,0.2
138,0.5,0.0,0.6666666666666666,0.6
139,0.5,0.0,0.6666666666666666,0.6
140,1.0,1.0,1.0,0.6
141,0.14285714285714285,0.0,0.0,0.0
142,1.0,1.0,0.3333333333333333,0.4
143,0.5,0.0,0.3333333333333333,0.4
144,0.3333333333333333,0.0,0.3333333333333333,0.2
145,0.5,0.0,0.3333333333333333,0.4
146,0.25,0.0,0.0,0.2
147,0.3333333333333333,0.0,0.3333333333333333,0.4
148,1.0,1.0,0.3333333333333333,0.4
149,1.0,1.0,0.6666666666666666,0.4
150,0.2,0.0,0.0,0.2
151,0.3333333333333333,0.0,0.3333333333333333,0.6
152,1.0,1.0,1.0,1.0
153,0.14285714285714285,0.0,0.0,0.0
154,0.5,0.0,0.6666666666666666,0.4
155,1.0,1.0,0.6666666666666666,0.6
156,0.5,0.0,0.6666666666666666,0.6
157,0.5,0.0,0.3333333333333333,0.2
158,0.1111111111111111,0.0,0.0,0.0
159,1.0,1.0,0.6666666666666666,0.8
160,1.0,1.0,0.6666666666666666,0.6
161,1.0,1.0,1.0,1.0
162,0.5,0.0,0.6666666666666666,0.4
163,0.5,0.0,0.6666666666666666,0.8
164,0.5,0.0,0.3333333333333333,0.4
165,1.0,1.0,1.0,0.6
166,1.0,1.0,0.6666666666666666,0.4
167,0.25,0.0,0.0,0.4
168,1.0,1.0,1.0,0.8
169,0.5,0.0,0.3333333333333333,0.6
170,0.3333333333333333,0.0,0.3333333333333333,0.4
171,1.0,1.0,0.6666666666666666,0.6
172,1.0,1.0,1.0,0.8
173,1.0,1.0,0.6666666666666666,0.4
174,0.14285714285714285,0.0,0.0,0.0
175,0.5,0.0,0.3333333333333333,0.2
176,0.2,0.0,0.0,0.2
177,1.0,1.0,1.0,0.8
178,1.0,1.0,1.0,1.0
179,0.5,0.0,0.3333333333333333,0.2
180,0.1,0.0,0.0,0.0
181,0.25,0.0,0.0,0.2
182,0.3333333333333333,0.0,0.3333333333333333,0.4
183,0.5,0.0,0.6666666666666666,0.4
184,1.0,1.0,0.6666666666666666,0.6
185,1.0,1.0,0.6666666666666666,0.6
186,0.3333333333333333,0.0,0.3333333333333333,0.2
187,1.0,1.0,0.3333333333333333,0.4
188,1.0,1.0,0.3333333333333333,0.4
189,0.3333333333333333,0.0,0.3333333333333333,0.2
190,1.0,1.0,0.3333333333333333,0.4
191,0.5,0.0,0.3333333333333333,0.2
192,0.3333333333333333,0.0,0.3333333333333333,0.4
193,0.5,0.0,0.3333333333333333,0.6
194,1.0,1.0,1.0,0.8
195,0.5,0.0,0.3333333333333333,0.2
196,0.25,0.0,0.0,0.2
197,0.3333333333333333,0.0,0.3333333333333333,0.2
198,0.5,0.0,0.3333333333333333,0.2
199,1.0,1.0,0.6666666666666666,0.4
200,1.0,1.0,0.6666666666666666,0.4
201,0.3333333333333333,0.0,0.3333333333333333,0.4
202,0.5,0.0,0.3333333333333333,0.2
203,1.0,1.0,0.3333333333333333,0.2
204,1.0,1.0,1.0,0.6
205,0.3333333333333333,0.0,0.3333333333333333,0.4
206,1.0,1.0,1.0,0.8
207,0.125,0.0,0.0,0.0
208,0.2,0.0,0.0,0.2
209,0.3333333333333333,0.0,0.3333333333333333,0.2
210,0.16666666666666666,0.0,0.0,0.0
211,0.3333333333333333,0.0,0.3333333333333333,0.2
212,0.5,0.0,0.3333333333333333,0.4
213,0.2,0.0,0.0,0.2
214,1.0,1.0,0.6666666666666666,0.4
215,0.3333333333333333,0.0,0.3333333333333333,0.2
