,mrr,p_1,p_3,p_5
94,0.3333333333333333,0.0,0.3333333333333333,0.2
95,1.0,1.0,0.3333333333333333,0.4
96,0.3333333333333333,0.0,0.3333333333333333,0.6
97,1.0,1.0,0.3333333333333333,0.6
98,0.5,0.0,0.3333333333333333,0.2
99,0.5,0.0,0.3333333333333333,0.4
100,1.0,1.0,0.3333333333333333,0.2
101,0.5,0.0,0.3333333333333333,0.6
102,1.0,1.0,0.3333333333333333,0.4
103,1.0,1.0,0.6666666666666666,0.6
104,0.25,0.0,0.0,0.2
105,1.0,1.0,0.6666666666666666,0.6
106,0.5,0.0,0.3333333333333333,0.4
107,0.25,0.0,0.0,0.4
108,1.0,1.0,0.6666666666666666,0.6
109,0.2,0.0,0.0,0.2
110,1.0,1.0,0.3333333333333333,0.4
111,1.0,1.0,0.6666666666666666,0.8
112,0.5,0.0,0.6666666666666666,0.4
113,0.2,0.0,0.0,0.2
114,1.0,1.0,1.0,0.6
115,1.0,1.0,0.6666666666666666,0.6
116,0.3333333333333333,0.0,0.3333333333333333,0.2
117,0.2,0.0,0.0,0.2
118,1.0,1.0,0.6666666666666666,0.6
119,1.0,1.0,0.6666666666666666,0.6
120,0.3333333333333333,0.0,0.3333333333333333,0.2
121,1.0,1.0,1.0,0.8
122,1.0,1.0,0.3333333333333333,0.2
123,1.0,1.0,0.6666666666666666,0.6
124,0.2,0.0,0.0,0.2
125,1.0,1.0,0.3333333333333333,0.2
126,0.3333333333333333,0.0,0.3333333333333333,0.2
127,1.0,1.0,0.6666666666666666,0.6
128,0.3333333333333333,0.0,0.3333333333333333,0.2
129,1.0,1.0,0.6666666666666666,0.6
130,0.5,0.0,0.6666666666666666,0.6
131,0.2,0.0,0.0,0.2
132,1.0,1.0,0.6666666666666666,0.6
133,0.2,0.0,0.0,0.2
134,0.5,0.0,0.6666666666666666,0.6
135,1.0,1.0,0.3333333333333333,0.6
136,0.5,0.0,0.3333333333333333,0.4
137,0.2,0.0,0.0,0.2
138,1.0,1.0,0.6666666666666666,0.6
139,0.5,0.0,0.6666666666666666,0.6
140,0.5,0.0,0.6666666666666666,0.8
141,0.14285714285714285,0.0,0.0,0.0
142,0.2,0.0,0.0,0.2
143,0.5,0.0,0.6666666666666666,0.6
144,0.25,0.0,0.0,0.2
145,1.0,1.0,0.3333333333333333,0.4
146,1.0,1.0,0.3333333333333333,0.4
147,0.125,0.0,0.0,0.0
148,1.0,1.0,0.6666666666666666,0.4
149,1.0,1.0,0.3333333333333333,0.2
150,0.25,0.0,0.0,0.2
151,0.5,0.0,0.6666666666666666,0.4
152,1.0,1.0,1.0,1.0
153,0.2,0.0,0.0,0.2
154,1.0,1.0,0.3333333333333333,0.4
155,1.0,1.0,0.6666666666666666,0.4
156,1.0,1.0,0.6666666666666666,0.6
157,0.3333333333333333,0.0,0.3333333333333333,0.2
158,0.1111111111111111,0.0,0.0,0.0
159,0.3333333333333333,0.0,0.3333333333333333,0.6
160,0.5,0.0,0.6666666666666666,0.8
161,1.0,1.0,1.0,1.0
162,0.5,0.0,0.3333333333333333,0.6
163,0.3333333333333333,0.0,0.3333333333333333,0.6
164,1.0,1.0,0.3333333333333333,0.2
165,1.0,1.0,0.6666666666666666,0.6
166,0.5,0.0,0.3333333333333333,0.4
167,0.5,0.0,0.3333333333333333,0.2
168,1.0,1.0,1.0,1.0
169,1.0,1.0,0.3333333333333333,0.6
170,0.14285714285714285,0.0,0.0,0.0
171,1.0,1.0,0.6666666666666666,0.8
172,1.0,1.0,1.0,0.8
173,1.0,1.0,0.3333333333333333,0.4
174,0.14285714285714285,0.0,0.0,0.0
175,1.0,1.0,0.3333333333333333,0.2
176,0.14285714285714285,0.0,0.0,0.0
177,1.0,1.0,1.0,1.0
178,1.0,1.0,1.0,1.0
179,0.1111111111111111,0.0,0.0,0.0
180,0.16666666666666666,0.0,0.0,0.0
181,0.2,0.0,0.0,0.2
182,0.5,0.0,0.6666666666666666,0.6
183,0.14285714285714285,0.0,0.0,0.0
184,1.0,1.0,0.6666666666666666,0.6
185,1.0,1.0,0.3333333333333333,0.6
186,0.5,0.0,0.6666666666666666,0.4
187,0.16666666666666666,0.0,0.0,0.0
188,0.5,0.0,0.6666666666666666,0.4
189,0.5,0.0,0.3333333333333333,0.2
190,0.3333333333333333,0.0,0.3333333333333333,0.4
191,0.5,0.0,0.3333333333333333,0.4
